KOI,Dur,Depth,SNR,t0,t0_unc,Period,P_unc,a/R*,a/R*_unc,r/R*,r/R*_unc,b,b_unc,Rp,a,Teq,EB prob,V,FOP,N,
1310.01,3.6617,403,16,72.4384,0.0063,19.12903,0.00057,36,330,0.02,0.037,0.5,3.1,2.0,0.143,657,-,4,,,
1311.01,7.2596,576,32,135.4621,0.005,83.5755,0.0021,93.4,2,0.0223,0.00045,0.026,0.032,3.4,0.391,494,-,4,,,
1312.01,2.6895,261,15,68.0665,0.0055,6.14681,0.00015,19.34,0.19,0.01764,0.00062,0.084,-,1.6,0.067,950,-,4,,,
1314.01,7.8679,128,18,73.143,0.01,8.57549,0.00038,6,22,0.012,0.0086,0.7,1.6,3.5,0.089,1213,-,4,,,
1315.01,3.4409,136,21,66.7627,0.0054,6.84639,0.00015,7,23,0.0142,0.0077,0.89,0.96,1.9,0.074,1106,-,4,,,
1316.01,6.4621,50,16,71.33,0.01,7.64981,0.00033,9.1,2.7,0.00653,0.00032,-,-,0.7,0.075,936,-,4,,,
1325.01,3.4427,2699,93,70.4706,0.0012,10.035392,0.000051,23.55971,0.00012,0.049,0.037,0.0227,-,3.3,0.09,652,-,4,,,
1328.01,3.1414,4598,25,93.9747,0.0035,80.966,0.0014,266,15,0.061,0.0025,0.024,0.055,4.8,0.362,338,-,4,,,
1329.01,5.1611,990,24,86.6605,0.0057,33.19959,0.00088,50.6,1.7,0.02911,0.0008,0.027,0.042,2.5,0.198,457,-,4,,,
1335.01,11.2408,1716,40,226.4189,0.0051,127.8295,0.0072,84,221,0.04,0.021,0.5,1.7,7.6,0.528,480,-,4,,,
1336.01,3.6241,422,15,69.8593,0.0072,10.21869,0.00031,22,1.1,0.02046,0.00081,0.026,0.049,2.5,0.095,884,-,4,,,
1337.01,1.8187,218,13,67.5043,0.0052,1.922787,0.000043,7,39,0.016,0.017,0.5,2.4,1.4,0.03,1177,-,4,,,
1338.01,3.0650,211,16,111.0667,0.0059,3.223004,0.000091,8.24,0.36,0.01526,0.00058,0.0451,-,1.7,0.044,1195,-,4,,,
1339.01,2.8821,246,15,67.9005,0.0063,4.16804,0.00011,8,66,0.016,0.025,0.7,2.2,2.0,0.052,1150,-,4,,,
1341.01,2.9285,214,14,67.0276,0.0067,4.51434,0.00013,11.49,0.18,0.0133,0.00076,0.2746,-,1.6,0.055,1165,-,4,,,
1342.01,3.1222,160,17,67.0578,0.0058,3.773707,0.000093,9.94,0.4,0.01364,0.00046,0.0572,-,1.6,0.049,1242,-,4,,,
1344.01,2.6231,117,15,66.3603,0.0055,4.48761,0.0001,15.27,0.15,0.01191,0.0004,0.047,-,1.1,0.054,1021,-,4,,,
1353.01,10.8183,12406,72,169.6578,0.0039,125.8649,0.003,115.5,1.4,0.1025,0.0011,0.029,0.025,18.1,0.52,469,-,4,,,
1355.01,5.1862,2845,35,84.9328,0.0039,51.92904,0.0009,80.9,1.9,0.04945,0.00097,0.023,0.03,2.8,0.266,342,-,4,,,
1360.01,4.5398,1377,25,97.298,0.0049,36.76944,0.00082,62,441,0.035,0.051,0.2,3.1,2.7,0.207,408,-,4,,,
1360.02,2.3547,836,17,74.93,0.0045,14.58951,0.00029,39,361,0.029,0.054,0.6,2.9,2.3,0.112,555,-,4,,,
1361.01,4.8039,1362,32,84.1831,0.0039,59.8791,0.0011,100.4,2.5,0.03422,0.00072,0.017,0.032,2.2,0.243,279,-,4,,,
1363.01,2.3642,455,16,67.8975,0.0051,3.546626,0.000077,11.87,0.74,0.0202,0.00095,0.0643,-,1.8,0.046,1052,-,4,,,
1364.01,4.0375,851,13,119.0465,0.0076,20.83299,0.00082,41.3,2.6,0.0274,0.0013,0.03,0.11,2.9,0.148,596,-,4,,,
1364.02,2.8321,723,16,114.9246,0.0051,7.05519,0.00018,20.6,1.2,0.0263,0.0012,0.035,0.01,2.7,0.072,854,-,4,,,
1366.01,4.5442,886,28,97.7735,0.0042,19.25493,0.0004,33.04,0.94,0.02751,0.00066,0.025,0.039,2.4,0.141,582,-,4,,,
1367.01,0.9983,315,33,67.06,0.0014,0.5678602,0.0000036,5,31,0.015,0.018,0.2,2.9,1.2,0.013,1639,-,4,,,
1369.01,2.7220,254,19,66.8903,0.0047,3.016111,0.00006,9.07,0.11,0.01642,0.00047,0.0586,-,1.8,0.042,1239,-,4,,,
1370.01,2.3585,402,12,68.2586,0.0065,6.88354,0.00019,22.7,1.7,0.0198,0.0011,0,0.01,1.7,0.071,795,-,4,,,
1372.01,10.4241,488,12,109.049,0.017,69.7118,0.0057,43,265,0.022,0.027,0.6,2.4,2.2,0.338,416,-,4,,,
1375.01,4.7760,2369,61,139.9267,0.0022,321.2161,0.0031,207,62,0.141,0.017,1.14,0.34,17.9,0.958,300,-,4,,,
1376.01,2.6400,274,21,117.2434,0.0038,7.13906,0.00014,21.28,0.8,0.01706,0.00051,0.0486,-,2.8,0.085,1337,-,4,,,
1377.01,5.0697,178,12,67.557,0.012,11.29698,0.00059,17.91,0.96,0.01362,0.00066,0.03,0.014,1.6,0.102,868,-,4,,,
1378.01,4.8532,218,23,66.3534,0.0055,19.30204,0.00049,30,181,0.014,0.018,0.3,2.8,1.3,0.13,590,-,4,,,
1379.01,2.4909,149,20,69.8878,0.004,5.621614,0.000095,18.43,0.85,0.01196,0.00044,0.0058,-,0.8,0.062,790,-,4,,,
1382.01,3.7694,46634,148,112.53263,0.00071,4.202347,0.000015,10.271,0.082,0.2003,0.0012,0.0001,-,24.1,0.053,1191,-,4,,,
1385.01,4.0744,46306,772,72.08453,0.00018,18.610068,0.000015,42,13,0.19775,0.0003,-,-,15.1,0.138,581,-,4,,,
1387.01,4.8792,56665,1404,85.56423,0.00014,23.799979,0.000015,36,11,0.2885,0.0017,0.73,0.22,31.1,0.165,615,-,4,,,
1391.01,1.9404,4222,90,66.8021,0.00089,7.981177,0.000031,17.9,5.4,0.079,0.0016,0.84,0.25,8.3,0.08,921,-,4,,,
1395.01,1.5514,1455,20,114.2969,0.0029,6.230288,0.000089,35.1,2.7,0.0378,0.0022,0.0253,-,2.5,0.064,718,-,4,,,
1396.01,3.1586,778,21,116.9867,0.0045,6.62641,0.00015,16.7,0.72,0.02646,0.00092,0.034,0.01,2.5,0.07,884,-,4,,,
1396.02,2.5938,339,11,113.2709,0.0075,3.70128,0.00014,11.85,0.85,0.0194,0.0011,0.0099,-,1.9,0.048,1067,-,4,,,
1401.01,2.6369,240,64,66.8031,0.0014,0.5667194,0.0000035,1.773,0.018,0.01408,0.00018,0,0.025,2.0,0.014,2820,-,4,,,
1402.01,3.8080,425,14,70.1876,0.0087,7.13962,0.00025,14.72,0.7,0.02196,0.00087,0.0547,-,1.7,0.073,792,-,4,,,
1403.01,3.0231,759,15,74.7225,0.0063,18.75409,0.00051,40,408,0.028,0.057,0.6,3.1,2.0,0.117,444,-,4,,,
1404.01,3.0415,430,11,68.2404,0.0092,6.66205,0.00026,13,98,0.024,0.036,0.7,2.4,1.5,0.06,603,-,4,,,
1405.01,4.0389,494,11,119.3,0.0097,11.41969,0.00057,23.5,1.5,0.023,0.0012,0.085,0.01,2.1,0.102,767,-,4,,,
1406.01,3.9013,481,27,69.9238,0.0047,11.36121,0.00022,16,59,0.023,0.017,0.7,1.6,2.5,0.102,828,-,4,,,
1407.01,2.6597,200,14,67.2441,0.0064,1.387195,0.000039,4,52,0.01,0.027,0.5,3.7,0.7,0.024,1245,-,4,,,
1408.01,3.2050,521,16,78.4231,0.0062,14.53451,0.00039,36.3,2,0.02179,0.00095,0.021,0.01,1.8,0.098,492,-,4,,,
1409.01,2.4035,674,19,66.4929,0.0045,16.56074,0.00031,25.3,7.6,0.0307,0.0014,0.83,0.25,3.7,0.13,719,-,4,,,
1410.01,4.5646,550,21,83.2427,0.0062,15.74997,0.00043,26.6,2,0.01582,0.00097,0.057,0.017,1.6,0.126,709,-,4,,,
1412.01,8.7616,349,22,67.6756,0.0089,37.8118,0.0016,33.8,1,0.01737,0.0005,0.007,0.01,2.1,0.228,580,-,4,,,
1413.01,7.9911,170,16,71.634,0.012,12.6449,0.00064,9,39,0.014,0.012,0.7,1.8,1.5,0.107,730,-,4,,,
1419.01,1.3238,1953,95,111.25851,0.00052,1.3361033,0.0000035,4.1,1.3,0.0529,0.0035,0.9,0.3,5.8,0.024,1674,-,4,,,
1422.01,2.0371,1254,26,68.9225,0.0027,5.841618,0.000071,17,94,0.038,0.041,0.7,2,3.1,0.051,627,-,4,,,
1422.02,2.9373,1451,20,66.6483,0.0042,19.85037,0.00038,57.3,2.8,0.0358,0.0013,0.02,0.044,2.9,0.116,416,-,4,,,
1422.03,1.5785,425,10,67.7522,0.0057,3.621387,0.000093,18.6,1.6,0.0247,0.0016,0.0002,-,2.0,0.037,736,-,4,,,
1423.01,4.0874,4218,30,83.5949,0.0035,124.4198,0.0019,277.7,9.5,0.0599,0.0015,0.031,0.062,4.3,0.475,274,-,4,,,
1424.01,1.5471,448,35,66.4598,0.0018,1.2195667,0.0000092,7.26,0.22,0.02292,0.00049,0.0673,-,1.6,0.02,1151,-,4,,,
1425.01,2.1991,474,29,66.7336,0.0027,2.053893,0.000024,5,59,0.012,0.028,0.8,2.5,0.8,0.031,1106,-,4,,,
1426.01,6.7799,851,29,104.2748,0.0046,38.87641,0.00096,46.5,1,0.02863,0.00056,0.017,0.01,3.3,0.231,551,-,4,,,
1426.02,5.2850,4033,88,58.0562,0.0022,74.91443,0.00065,86,17,0.0673,0.0028,0.79,0.32,7.7,0.357,443,-,4,,,
1426.03,4.8985,3989,76,157.6733,0.0019,150.0341,0.0015,103,31,0.314,0.001,1.53,0.46,36.1,0.568,352,-,4,,,
1427.01,1.7776,520,18,66.1119,0.0036,2.613011,0.000041,11.48,0.78,0.02063,0.00098,0.0377,-,1.5,0.031,830,-,4,,,
1428.01,1.4407,439,60,66.90506,0.00098,0.9278604,0.000004,5.068,0.098,0.02028,0.00034,0.017,-,1.9,0.018,1439,-,4,,,
1429.01,10.1791,2270,33,185.7365,0.0056,205.9317,0.0078,161.6,3.4,0.04413,0.00087,0.008,0.074,4.2,0.69,276,-,4,,,
1430.01,2.3132,972,22,85.6439,0.0034,10.4753,0.00017,35,300,0.03,0.054,0.3,3.3,2.3,0.084,577,-,4,,,
1432.01,3.4501,419,19,71.4089,0.0056,6.88589,0.00016,14,91,0.021,0.029,0.5,2.6,1.9,0.072,833,-,4,,,
1433.01,3.6136,650,13,72.3786,0.0074,19.80752,0.0007,37,391,0.025,0.055,0.5,3.3,1.7,0.142,516,-,4,,,
1434.01,2.1140,260,14,66.2056,0.005,2.34324,0.000051,8.4,0.14,0.01481,0.00076,0.1399,-,1.4,0.033,1084,-,4,,,
1435.01,8.4693,478,26,79.5568,0.0073,40.7174,0.0014,36,174,0.02,0.02,0.3,2.5,1.7,0.234,454,-,4,,,
1436.01,2.4834,212,16,68.0097,0.0049,2.508513,0.000055,8.09,0.4,0.01464,0.00063,0.0331,-,1.5,0.037,1240,-,4,,,
1437.01,3.2369,264,8.8,66.896,0.011,7.01738,0.00034,11,90,0.02,0.031,0.8,2.2,2.2,0.073,951,-,4,,,
1438.01,5.6224,183,25,69.6485,0.0061,6.91126,0.00018,9.59,0.27,0.01294,0.00032,0.021,0.033,1.5,0.072,939,-,4,,,
†1439.01,23.0602,1084,72,110.8684,0.0034,1155,26,393.3,9,0.03041,-,0.0686,-,4.1,2.235,195,-,4,,,
1440.01,3.0898,245,11,69.0574,0.009,7.19298,0.00027,19.1,1.3,0.01675,0.00098,0.032,0.01,1.4,0.074,851,-,4,,,
1441.01,3.1188,261,12,67.646,0.0087,8.50695,0.00031,12,86,0.02,0.025,0.8,1.7,2.3,0.083,871,-,4,,,
1442.01,1.5890,117,36,67.1309,0.0016,0.6693109,0.0000049,2.54,0.76,0.01096,0.00026,0.46,0.14,1.6,0.015,2242,-,4,,,
1444.01,6.4860,380,19,73.2196,0.0089,44.9279,0.0018,34,117,0.021,0.014,0.8,1.4,3.0,0.259,611,-,4,,,
1445.01,4.6119,92,18,68.682,0.0065,7.16875,0.0002,12.62,0.49,0.00943,0.00033,0.027,0.01,1.2,0.076,1099,-,4,,,
1448.01,2.9237,42267,86,67.1094,0.0012,2.486588,0.000013,8.24,0.13,0.1899,0.0021,0.025,0.028,23.5,0.037,1383,-,4,,,
1452.01,2.3632,12264,76,66.2764,0.0012,1.1522207,0.0000057,3.01,0.9,0.1211,0.0021,0.67,0.2,22.0,0.023,2562,-,4,,,
1459.01,1.0700,4439,116,66.11011,0.00041,0.692023,0.0000013,3.4,1,0.0754,0.001,0.72,0.22,6.9,0.013,1435,-,4,,,
†1463.01,11.9788,21262,1036,77.08517,0.00018,253,-,188.3,2.5,0.13679,0.00042,0.22,0.13,16.3,0.795,311,-,4,,,
1465.01,1.6975,4492,61,68.5853,0.001,9.771425,0.000044,30.9,9.3,0.0728,0.0014,0.66,0.2,4.9,0.089,653,-,4,,,
1468.01,6.2072,1283,65,68.8407,0.0025,8.480842,0.000093,10.89,0.12,0.03339,0.00034,0.019,0.02,3.7,0.083,873,-,4,,,
1472.01,6.5891,4089,93,94.0088,0.0018,85.35029,0.00072,104.42,0.89,0.05905,0.00044,0.03,0.022,3.6,0.37,295,-,4,,,
1474.01,5.8511,4198,125,129.0525,0.0014,69.74538,0.00075,149.2,1.4,0.06164,0.00046,0.001,0.028,11.3,0.356,622,-,4,,,
1475.01,1.5907,752,18,111.9412,0.0033,1.609323,0.000024,7.5,2.3,0.0259,0.0013,0.106,0.032,1.8,0.022,969,-,4,,,
1475.02,3.0303,1103,15,118.4738,0.0059,9.51248,0.00025,24.8,1.5,0.0317,0.0015,0.006,0.01,2.2,0.073,532,-,4,,,
1476.01,5.7031,2555,24,155.2876,0.0058,56.3647,0.0024,80.6,2.7,0.0467,0.0013,0.001,0.01,4.6,0.286,413,-,4,,,
†1477.01,8.3090,13927,84,161.9327,0.0016,400,-,315.54302,-,0.12163,-,0.7224,-,9.4,1.044,195,-,4,,,
1478.01,8.0856,2793,150,132.4853,0.001,76.13333,0.00047,75.54,0.34,0.04886,0.00022,0.002,0.017,3.7,0.348,341,-,4,,,
1480.01,3.9475,1381,26,75.3196,0.0047,20.38139,0.0004,41.2,1.4,0.03472,0.00094,0,0.014,2.5,0.138,475,-,4,,,
1486.01,7.0829,7664,75,96.8928,0.0021,254.5598,0.003,206.4403,0.0024,0.09359,-,0.7941,-,8.5,0.796,256,-,4,,,
1486.02,5.4993,782,18,79.6407,0.0083,30.1839,0.0012,43.3,1.8,0.0263,0.00098,0.038,0.025,2.4,0.192,521,-,4,,,
1488.01,1.6191,762,24,67.6076,0.0026,3.949663,0.000044,20.809,0.089,0.0273,0.00075,0.0355,-,2.6,0.048,941,-,4,,,
1489.01,3.8636,905,20,73.4823,0.0057,16.00474,0.00042,32.5,1.4,0.02796,0.00095,0.028,0.048,2.4,0.12,564,-,4,,,
1494.01,2.9005,707,13,69.6943,0.0092,8.19571,0.00026,17,162,0.028,0.054,0.7,2.7,2.4,0.073,659,-,4,,,
1495.01,5.0903,740,26,70.5618,0.0057,15.5947,0.00037,24.32,0.74,0.02528,0.00066,0.024,0.037,2.6,0.124,693,-,4,,,
1498.01,3.9280,462,19,71.7503,0.0061,5.83375,0.00016,11.59,0.46,0.02101,0.00071,0.0229,-,1.8,0.064,917,-,4,,,
1499.01,4.2960,679,41,73.59,0.0033,14.16394,0.00019,21,66,0.026,0.016,0.6,1.7,3.0,0.115,708,-,4,,,
1501.01,2.1661,407,16,67.0247,0.0048,2.61709,0.000053,8.9,2.7,0.01899,0.00098,0.103,0.031,1.7,0.035,1003,-,4,,,
1502.01,1.5056,413,19,66.1275,0.0032,1.876417,0.000025,10.2,0.48,0.02283,0.0008,0.0573,-,1.9,0.029,1131,-,4,,,
1503.01,10.8923,2254,36,71.289,0.0057,150.2421,0.005,110,2.2,0.04384,0.00077,0.001,0.059,2.7,0.535,242,-,4,,,
1505.01,3.1205,415,14,70.3243,0.007,5.03266,0.00015,13.09,0.63,0.02214,0.00087,0.074,-,2.2,0.058,999,-,4,,,
1506.01,6.3551,783,19,72.5005,0.0081,40.4291,0.0015,50.8,1.9,0.02622,0.00088,0.019,0.014,2.3,0.232,462,-,4,,,
1507.01,6.0774,589,17,68.0439,0.0094,21.36041,0.00093,27.6,1.2,0.02269,0.00087,0.023,0.01,2.3,0.154,634,-,4,,,
1508.01,4.5912,677,15,69.4735,0.0085,22.04698,0.00079,38.888,0.0057,0.03,0.53,0.022,0.014,1.6,0.152,483,-,4,,,
1510.01,1.1235,469,19,111.3478,0.0025,0.839992,0.00001,7,21,0.028,0.018,0.2,2,1.8,0.016,1275,-,4,,,
1511.01,2.2855,332,23,66.2205,0.0036,2.578886,0.000039,9.04,0.36,0.01828,0.00056,0.0019,-,1.6,0.037,1150,-,4,,,
1512.01,2.0692,646,19,70.867,0.0039,9.04184,0.00015,25,167,0.028,0.037,0.7,2.1,2.1,0.082,652,-,4,,,
1515.01,1.5355,305,25,67.7191,0.0025,1.937029,0.000021,9.96,0.4,0.01774,0.00056,0.014,0.044,1.3,0.025,927,-,4,,,
1516.01,5.1817,623,22,72.5445,0.006,20.55453,0.00052,31,237,0.024,0.037,0.1,3.3,2.3,0.151,656,-,4,,,
1517.01,6.0046,931,37,84.8066,0.0041,40.06897,0.00076,53.1,1.1,0.02823,0.00051,0.029,0.036,3.3,0.235,544,-,4,,,
1518.01,5.2245,510,17,84.8435,0.008,27.50658,0.00096,29,158,0.023,0.025,0.7,2,2.2,0.18,541,-,4,,,
1519.01,2.2369,321,11,66.8256,0.0067,5.1445,0.00015,17,127,0.019,0.03,0.4,3,1.5,0.056,785,-,4,,,
1520.01,3.2262,499,21,71.162,0.0048,18.45865,0.00037,40,328,0.022,0.036,0.4,3.1,2.1,0.136,597,-,4,,,
1521.01,4.0344,547,17,89.1984,0.0074,25.94116,0.00083,49,559,0.022,0.052,0.3,3.8,2.4,0.168,532,-,4,,,
1522.01,5.0713,524,20,81.9293,0.0074,33.3857,0.0011,52.6,2.1,0.02135,0.00072,0.023,0.042,2.5,0.207,562,-,4,,,
1523.01,5.3847,239,15,68.8682,0.01,8.47997,0.00038,7,28,0.019,0.013,0.8,1.4,2.2,0.082,835,-,4,,,
1525.01,4.4884,202,22,66.5555,0.0058,7.71467,0.00019,12.78,0.4,0.01394,0.00037,0.006,0.032,2.1,0.081,1214,-,4,,,
1526.01,3.0765,184,10,66.4632,0.0094,4.44448,0.00017,12.62,0.87,0.01487,0.00086,0.0388,-,1.3,0.054,1003,-,4,,,
1527.01,5.6836,1029,18,95.8719,0.008,192.674,0.011,222,705,0.034,0.021,0.8,1.3,4.9,0.67,337,-,4,,,
1528.01,1.5604,194,17,67.0984,0.0035,3.989558,0.000057,21.7,1.3,0.01431,0.00079,0.0163,-,0.8,0.046,746,-,4,,,
1529.01,3.5244,277,15,80.7485,0.0074,17.97619,0.00056,36,320,0.017,0.03,0.5,3.1,1.7,0.138,699,-,4,,,
1530.01,3.5406,239,20,72.7821,0.0048,12.98486,0.00028,16,70,0.017,0.014,0.8,1.4,2.0,0.112,819,-,4,,,
1531.01,2.3874,158,20,69.5839,0.0042,5.69927,0.0001,18,103,0.012,0.014,0.2,2.8,1.4,0.064,1049,-,4,,,
1532.01,4.9255,192,18,80.4987,0.0085,18.11417,0.00067,17,70,0.015,0.011,0.8,1.5,2.0,0.141,816,-,4,,,
1533.01,3.0841,143,16,67.8854,0.006,6.24151,0.00016,15,99,0.012,0.016,0.3,2.9,1.4,0.069,1062,-,4,,,
1534.01,5.9455,157,16,79.9832,0.0099,20.42238,0.00086,16,65,0.014,0.01,0.8,1.4,1.6,0.152,730,-,4,,,
1535.01,6.6899,349,18,121.5617,0.0078,70.699,0.0029,66,314,0.019,0.018,0.6,2,2.4,0.347,485,-,4,,,
1536.01,2.9231,60,13,66.5632,0.0071,3.74438,0.00011,10.32,0.47,0.00854,0.00036,0.0514,-,1.0,0.049,1209,-,4,,,
1537.01,6.1963,59,14,69.678,0.012,10.19201,0.00049,12.83,0.34,0.00785,0.0003,0.029,0.01,1.0,0.094,922,-,4,,,
1540.01,2.9953,45881,207,111.21359,0.00049,1.2078522,0.0000029,3.8,1.1,0.1971,0.0011,-,-,19.3,0.022,1516,-,4,,,
1541.01,3.2386,46979,549,66.6509,0.00021,2.37928,0.0000021,6.760957,0.000011,0.2,0.013,0.0001,-,20.6,0.036,1394,-,4,,,
1543.01,4.7888,25650,349,69.02882,0.00042,3.9643332,0.000007,7.3,0.021,0.14827,0.00032,0.0016,-,14.9,0.05,1102,-,4,,,
1546.01,1.7236,11934,105,66.9341,0.00064,0.9175586,0.0000026,4.14,0.042,0.10122,0.00077,0.026,0.022,5.8,0.018,1309,-,4,,,
1549.01,3.7446,11305,254,67.22398,0.00053,29.481036,0.000071,36,11,0.26867,0.00068,1.24,0.37,32.8,0.189,579,-,4,,,
1553.01,6.6202,5521,78,89.3039,0.0022,52.75935,0.00051,65.33,0.67,0.06878,0.0006,0,0.022,7.1,0.282,481,-,4,,,
1557.01,1.9833,1654,54,66.9645,0.0014,3.295711,0.000019,13,58,0.039,0.035,0.4,2.3,5.2,0.043,1123,-,4,,,
1560.01,2.7667,4015,95,91.2984,0.0011,31.56915,0.00016,39,12,0.24781,0.00089,1.35,0.41,29.6,0.2,580,-,4,,,
1561.01,2.0755,2052,34,115.081,0.002,9.085928,0.000088,19.1,5.7,0.0521,0.0016,0.78,0.23,5.6,0.087,836,-,4,,,
1564.01,5.3239,2920,70,82.2007,0.0022,53.44931,0.00052,80.68,0.97,0.05007,0.0005,0.0032,-,3.1,0.275,360,-,4,,,
1569.01,2.7366,1098,21,76.0275,0.0042,13.75242,0.00026,41.4,2,0.0314,0.0012,0.025,0.053,2.5,0.103,543,-,4,,,
1573.01,3.4077,1743,63,89.521,0.0015,24.80762,0.00017,61.33,0.92,0.03919,0.00046,0.021,0.025,3.8,0.17,589,-,4,,,
1574.01,11.5744,4475,134,98.1547,0.0021,114.7316,0.001,80.46,0.4,0.06184,0.0003,0,0.022,5.8,0.465,331,-,4,,,
1576.01,2.7055,774,37,76.0467,0.0022,10.41565,0.00011,29,163,0.026,0.03,0.3,2.7,3.2,0.095,828,-,4,,,
1577.01,1.7039,514,13,66.7309,0.005,2.806213,0.00006,11.2,3.4,0.022,0.0015,0.252,0.076,1.5,0.032,810,-,4,,,
1581.01,10.6245,579,15,70.537,0.017,29.5511,0.0022,16,60,0.025,0.018,0.7,1.7,2.3,0.186,499,-,4,,,
1582.01,4.7382,3514,47,79.9795,0.0025,186.3827,0.0019,210,63,0.0636,0.0012,0.64,0.19,4.5,0.626,240,-,4,,,
1583.01,4.5321,444,18,70.2059,0.0072,8.04725,0.00025,13.64,0.58,0.01984,0.00072,0.03,0.01,1.8,0.079,797,-,4,,,
1584.01,2.3611,509,14,70.2416,0.0061,5.87084,0.00015,23.3,1.5,0.0248,0.0011,0.0676,-,1.9,0.054,667,-,4,,,
1585.01,4.9613,768,21,72.7384,0.0065,19.1797,0.0006,30.7,0.47,0.02583,0.0008,0.062,0.014,2.2,0.14,573,-,4,,,
1586.01,2.0622,559,25,68.4635,0.003,6.991262,0.000091,20,125,0.024,0.03,0.7,2.2,1.7,0.066,647,-,4,,,
1587.01,3.1788,3872,35,92.0623,0.003,52.97102,0.00077,68,20,0.0795,0.0067,0.88,0.26,7.4,0.269,393,-,4,,,
1588.01,1.5328,460,20,68.5461,0.003,3.517485,0.000045,19.21441,0.00025,0,1.8,0.0582,-,1.5,0.037,751,-,4,,,
1589.01,4.2548,405,22,71.7748,0.0064,8.72548,0.00024,16.32,0.57,0.01933,0.00058,0.017,0.01,2.2,0.085,895,-,4,,,
1589.02,4.0724,420,19,68.2065,0.0061,12.88195,0.00033,24.9,1,0.01983,0.00068,0.011,0.01,2.3,0.11,787,-,4,,,
1590.01,3.6462,718,13,134.2278,0.0062,25.78004,0.00084,34,106,0.029,0.017,0.8,1.3,2.8,0.163,494,-,4,,,
1590.02,1.5004,305,11,110.8828,0.0051,2.355804,0.000058,13.15,0.92,0.0198,0.001,0.0393,-,1.9,0.033,1098,-,4,,,
1591.01,2.4255,764,17,73.2918,0.0051,19.65703,0.00044,67.4,4,0.027,0.0013,0.029,0.01,1.5,0.134,434,-,4,,,
1593.01,2.6164,553,12,115.4672,0.0075,9.69448,0.00035,18,152,0.026,0.041,0.8,2.2,2.5,0.09,794,-,4,,,
1595.01,5.1212,724,21,75.0828,0.007,40.1088,0.0012,41,158,0.028,0.021,0.7,1.5,2.9,0.233,502,-,4,,,
1596.01,2.7169,359,17,67.6846,0.0053,5.9236,0.00013,12,65,0.021,0.022,0.7,1.9,2.3,0.061,825,-,4,,,
1596.02,4.3349,1092,16,71.6868,0.0073,105.3551,0.0039,205,2218,0.032,0.071,0.5,3.5,3.5,0.416,316,-,4,,,
1597.01,4.6377,315,31,67.42,0.0042,7.79663,0.00014,13.1,0.31,0.01668,0.00035,0.019,0.032,2.1,0.08,1043,-,4,,,
1598.01,5.6905,1032,37,76.8112,0.0039,56.4754,0.0011,78.7,1.6,0.02968,0.00055,0.002,0.025,3.0,0.292,437,-,4,,,
1599.01,4.8627,446,17,72.9972,0.0075,20.42116,0.00068,19,56,0.023,0.013,0.8,1.2,2.5,0.149,636,-,4,,,
1601.01,6.2071,263,20,66.7171,0.0079,10.35066,0.00036,11,54,0.016,0.016,0.5,2.2,1.5,0.093,726,-,4,,,
1602.01,5.8532,242,12,70.223,0.013,9.97788,0.00058,8,42,0.018,0.017,0.8,1.7,1.7,0.092,757,-,4,,,
1603.01,2.7672,179,20,66.485,0.0046,3.02153,0.000059,5,21,0.016,0.013,0.8,1.4,1.4,0.042,1146,-,4,,,
1605.01,1.4484,333,17,68.0478,0.0035,4.939157,0.000074,16,1,0.01413,0.00073,0.017,0.053,1.8,0.058,1126,-,4,,,
1606.01,1.9798,222,18,66.2173,0.004,5.082573,0.000087,18.52,0.14,0.0131,0.00066,0.2899,-,1.2,0.058,908,-,4,,,
1608.01,4.4061,190,17,71.7175,0.0074,9.1759,0.00028,15.85,0.66,0.01344,0.00049,0.047,0.01,1.6,0.089,943,-,4,,,
1609.01,5.4671,346,20,102.5701,0.0077,41.6984,0.0015,31,74,0.0206,0.009,0.86,0.95,2.3,0.243,551,-,4,
