Motive Confirmed,,,,,,,,,,,,,,,,,
,Date,Name,Sex,Country Killed,Organization,Nationality,Medium,Job,Coverage,Freelance,Local/Foreign,Source of Fire,Type of Death,Impunity (for Murder),Taken Captive,Threatened,"Tortured
"
,"September 12, 2006",Hadi Anawi al-Joubouri,,Iraq, freelance,,,,,,,,,,,,"
"
,"September  9, 2006",Eduardo Maas Bol,,Guatemala,Radio Punto,,,,,,,,,,,,"
"
,"August 23, 2006",Jesús Rafael Flores Rojas,,Venezuela,La Región,,,,,,,,,,,,"
"
,"August 20, 2006",Sinnathamby Sivamaharajah,,Sri Lanka,Namathu Eelanadu,,,,,,,,,,,,"
"
,"August  9, 2006",Enrique Perea Quintanilla,,Mexico," Dos Caras, Una Verdad",,,,,,,,,,,,"
"
,"August  9, 2006",Milton Fabián Sánchez,,Colombia, Yumbo Estéreo,,,,,,,,,,,,"
"
,"July 26, 2006",Yevgeny Gerasimenko,,Russia,Saratovsky Rasklad,,,,,,,,,,,,"
"
,"July  8, 2006",Bapuwa Mwamba,,Democratic Republic of the Congo, freelance,,,,,,,,,,,,"
"
,"July  1, 2006",Sampath Lakmal,,Sri Lanka,Sathdina,,,,,,,,,,,,"
"
,"June 29, 2006",Osama Qadir,,Iraq, freelance,,,,,,,,,,,,"
"
,"June 28, 2006",Alaa Hassan,,Iraq,Inter Press Service,,,,,,,,,,,,"
"
,"June 10, 2006",Arun Narayan Dekate,,India, Tarun Bharat,,,,,,,,,,,,"
"
,"May  5, 2006",Abdel Majid al-Mehmedawi,,Iraq,freelance,,,,,,,,,,,,"
"
,"April  4, 2006",Orlando Tapios Mendoza,,Philippines, freelance,,,,,,,,,,,,"
"
,"March  9, 2006",Jaime Arturo Olvera Bravo,,Mexico,freelance,,,,,,,,,,,,"
"
,"February 26, 2006",Ilya Zimin,,Russia,NTV,,,,,,,,,,,,"
"
,"February 13, 2006",José Luis León Desiderio,,Ecuador,Radio Minutera,,,,,,,,,,,,"
"
,"January 20, 2006",Rolly Cañete,,Philippines, freelance,,,,,,,,,,,,"
"
,"December  1, 2005",George Benaojan,,Philippines,DYBB and Bantay Balita,,,,,,,,,,,,"
"
,"November 20, 2005",Robert Ramos,,Philippines,Katapat,,,,,,,,,,,,"
"
,"November 18, 2005","Ricardo ""Ding"" Uy",,Philippines,DZRS,,,,,,,,,,,,"
"
,"November  3, 2005",Franck Kangundu,,Democratic Republic of the Congo,La Référence Plus,,,,,,,,,,,,"
"
,"November  2, 2005",Santi Lamaneenil,,Thailand,Pattaya Post,,,,,,,,,,,,"
"
,"October 17, 2005",Vasily Grodnikov,,Belarus,Narodnaya Volya,,,,,,,,,,,,"
"
,"July 14, 2005",Jacques Roche,,Haiti, Le Matin,,,,,,,,,,,,"
"
,"April  8, 2005",Raúl Gibb Guerrero,,Mexico,La Opinión,,,,,,,,,,,,"
"
,"February 28, 2005",Arnulfo Villanueva,,Philippines,Asian Star Express Balita,,,,,,,,,,,,"
"
,"February 14, 2005",Pongkiat Saetang,,Thailand,Had Yai Post,,,,,,,,,,,,"
"
,"February  9, 2005",Abdul-Hussein Khazal,,Iraq,Al-Hurra,,,,,,,,,,,,"
"
,"November 27, 2004",Stephen Omaois,,Philippines,Guru Press,,,,,,,,,,,,"
"
,"November 27, 2004",Allan Dizon,,Philippines,"The Freeman, Banat",,,,,,,,,,,,"
"
,"November  8, 2004",Dilip Mohapatra,,India,Aji Kagoj,,,,,,,,,,,,"
"
,"October 27, 2004",Liqaa Abdul Razzak,,Iraq, Al-Sharqiya TV,,,,,,,,,,,,"
"
,"October 20, 2004",Veronika Cherkasova,,Belarus, Solidarnost,,,,,,,,,,,,"
"
,"October  2, 2004",Diponkar Chakrabarty,,Bangladesh,Durjoy Bangla,,,,,,,,,,,,"
"
,"September  1, 2004",Mauro Marcano,,Venezuela,Radio Maturín,,,,,,,,,,,,"
"
,"August 12, 2004",Fernando Consignado,,Philippines,Radio Veritas,,,,,,,,,,,,"
"
,"July 20, 2004",Askhat Sharipjanov,,Kazakhstan,Navigator,,,,,,,,,,,,"
"
,"July 11, 2004",Jorge Lourenço dos Santos,,Brazil, Criativa FM,,,,,,,,,,,,"
"
,"June  1, 2004",Sahar Saad Eddine al-Nuaimi ,,Iraq,freelance,,,,,,,,,,,,"
"
,"April 12, 2004",Alberto Rivera Fernández,,Peru,Frecuencia Oriental,,,,,,,,,,,,"
"
,"March 19, 2004",Roberto Javier Mora García,,Mexico,El Mañana,,,,,,,,,,,,"
"
,"March  3, 2004",Heorhiy Chechyk,,Ukraine, Yuta,,,,,,,,,,,,"
"
,"January  4, 2004",Oscar Alberto Polanco Herrera,,Colombia,Cable Unión de Occidente ,,,,,,,,,,,,"
"
,"December 15, 2003",Marco Boukoukou Boussaga,,Gabon, L'Autre Journal,,,,,,,,,,,,"
"
,"December  2, 2003",Nelson Nadura,,Philippines, Radio DYME,,,,,,,,,,,,"
"
,"November 26, 2003",Germán Antonio Rivas,,Honduras, Corporación Maya Visión,,,,,,,,,,,,"
"
,"September 18, 2003",Parmanand Goyal,,India,Punjab Kesari,,,,,,,,,,,,"
"
,"September 15, 2003",Ernis Nazalov,,Kyrgyzstan,Kyrgyz Ruhu,,,,,,,,,,,,"
"
,"June 24, 2003",Indra Mohan Hakasam,,India,Amar Assam,,,,,,,,,,,,"
"
,Date unknown,Mohamad Jamal,,Indonesia, TVRI,,,,,,,,,,,,"
"
,"April 18, 2003",Dmitry Shvets,,Russia, TV-21 Northwestern Broadcasting,,,,,,,,,,,,"
"
,"March 10, 2003",Oscar Salazar Jaramillo,,Colombia,Radio Sevilla,,,,,,,,,,,,"
"
,"February 11, 2003",Surapong Ritthi,,Thailand, freelance,,,,,,,,,,,,"
"
,Date unknown,Kloueu Gonzreu,,Ivory Coast, Ivoirian Press Agency,,,,,,,,,,,,"
"
,"December 28, 2002",Tirgran Nagdalian,,Armenia,Armenia Public Television,,,,,,,,,,,,"
"
,"December 18, 2002",William Soto Cheng,,Colombia, Telemar,,,,,,,,,,,,"
"
,Date unknown,Ambika Timsina,,Nepal,Janadesh,,,,,,,,,,,,"
"
,"December  1, 2002",Gimbler Perdomo Zamora,,Colombia,Panorama Estéreo,,,,,,,,,,,,"
"
,"October 30, 2002",Mykhailo Kolomyets,,Belarus,Ukrainski Novyny,,,,,,,,,,,,"
"
,"October 28, 2002",José Eli Escalante,,Colombia, La Voz de Cinaruco,,,,,,,,,,,,"
"
,"October 13, 2002",Yambem Meghajit Singh,,India,Northeast Vision,,,,,,,,,,,,"
"
,"August  3, 2002",Syed Farroque Ahmed,,Bangladesh,Pubali Barta,,,,,,,,,,,,"
"
,"July 12, 2002",Mario Prada Díaz,,Colombia,Horizonte del Magdalena Medio,,,,,,,,,,,,"
"
,"June  6, 2002",Oscar Javier Hoyos Narváez,,Colombia, Radio Súper,,,,,,,,,,,,"
"
,"May 27, 2002","Krishna Sen, Janadisha",,Nepal,Janadisha,,,,,,,,,,,,"
"
,"April 14, 2002",Paritosh Pandey,,India,Jansatta Express,,,,,,,,,,,,"
"
,Date unknown,Sergei Kalinovsky,,Russia, Moskovsky Komsomolets,,,,,,,,,,,,"
"
,"January 23, 2002",Marco Antonio Ayala Cárdenas,,Colombia,El Caleño,,,,,,,,,,,,"
"
,"December 23, 2001",Álvaro Alonso Escobar,,Colombia,La Región,,,,,,,,,,,,"
"
,"November 18, 2001",Settha Sririwat,,Thailand,"Naew Na, Channel 3",,,,,,,,,,,,"
"
,"November 18, 2001",Chuvit Chueharn,,Thailand,"iTV,  The Nation,  Krungthep Thurakij",,,,,,,,,,,,"
"
,"November 18, 2001",Suchart Charnchanavivat,,Thailand,"Chao Mukdahan, Siam Rath",,,,,,,,,,,,"
"
,"November 14, 2001",Heriberto Cárdenas Escudero,,Colombia,retired radio and newspaper reporter,,,,,,,,,,,,"
"
,"October 19, 2001",Bekim Kastrati,,Yugoslavia,Bota Sot,,,,,,,,,,,,"
"
,"September  1, 2001",Asadullah,,Pakistan, Freelancer,,,,,,,,,,,,"
"
,"August 16, 2001",Mário Coelho de Almeida Filho,,Brazil,A Verdade,,,,,,,,,,,,"
"
,"July 20, 2001",Ahsan Ali,,Bangladesh,Freelancer,,,,,,,,,,,,"
"
,"July 17, 2001",Nicolas Giudici,,France,"Nice-Matin, Corse-Matin",,,,,,,,,,,,"
"
,"July 16, 2001",Eduardo Estrada Gutiérrez,,Colombia,Desarrollo de la Comunicación y la Cultura de San Pablo,,,,,,,,,,,,"
"
,"July  4, 2001",Arquímedes Arias Henao,,Colombia,Fresno Estéreo,,,,,,,,,,,,"
"
,"June 24, 2001",Oleh Breus,,Ukraine,XXI Vek,,,,,,,,,,,,"
"
,"June 21, 2001",Pablo Emilio Parra Castañeda,,Colombia,Planadas Cultural Estéreo,,,,,,,,,,,,"
"
,"May 31, 2001",Joy Mortel,,Philippines,Mindoro Guardian,,,,,,,,,,,,"
"
,"March 20, 2001",Hidaya Sultan al-Salem,,Kuwait,Al-Majales,,,,,,,,,,,,"
"
,"February 23, 2001",Mohammad Yusop,,Philippines,Radio DXID,,,,,,,,,,,,"
"
,"December 15, 2000",Gérard Denoze,,Haiti, Radio Plus,,,,,,,,,,,,"
"
,"November 30, 2000",Yuliy Mazur,,Ukraine,Yug,,,,,,,,,,,,"
"
,"November 30, 2000",Guillermo León Agudelo,,Colombia,La Voz de la Selva,,,,,,,,,,,,"
"
,"November 21, 2000",Adam Tepsurgayev,,Russia,Reuters,,,,,,,,,,,,"
"
,"October 28, 2000",Aziz Al-Tineh,,Israel and the Occupied Palestinian Territory, WAFA,,,,,,,,,,,,"
"
,"October 27, 2000",Samuel Nduati,,Kenya,Citizen Radio,,,,,,,,,,,,"
"
,"October 18, 2000",James Edwin Richards,,USA,Neighborhood News,,,,,,,,,,,,"
"
,"October 16, 2000",Antonio Russo,,Georgia,Radio Radicale,,,,,,,,,,,,"
"
,"October  3, 2000",Sergey Ivanov,,Russia,Lada-TV,,,,,,,,,,,,"
"
,"September 21, 2000",Iskandar Khatloni,,Russia, Radio Free Europe/Radio Liberty,,,,,,,,,,,,"
"
,"September 10, 2000",Shefki Popova,,Yugoslavia,Rilindja,,,,,,,,,,,,"
"
,"September  9, 2000",Carlos José Restrepo Rocha,,Colombia,"TanGente, El Día",,,,,,,,,,,,"
"
,"August 20, 2000",Thounaojam Brajamani Singh,,India,Manipur News,,,,,,,,,,,,"
"
,"July 31, 2000",V. Selvaraj,,India,Nakkeeran,,,,,,,,,,,,"
"
,"July 26, 2000",Sergey Novikov,,Russia,Radio Vesna,,,,,,,,,,,,"
"
,"July  4, 2000",Marisol Revelo Barón,,Colombia,former journalist,,,,,,,,,,,,"
"
,"April 28, 2000",José Ramírez Puente,,Mexico,Radio Net,,,,,,,,,,,,"
"
,"April  9, 2000",Pablo Pineda,,Mexico,La Opinión,,,,,,,,,,,,"
"
,"March 18, 2000",Adhir Rai,,India,Freelancer,,,,,,,,,,,,"
"
,"March  5, 2000",María Elena Salinas,,Colombia,Freelancer,,,,,,,,,,,,"
"
,"February  5, 2000",Shambhu Patel,,Nepal,Radio Nepal,,,,,,,,,,,,"
"
,"December 31, 1999",Vasthian Anthony Mariyadas,,Sri Lanka,Freelancer,,,,,,,,,,,,"
"
,"December 28, 1999",Larry Lee,,Guatemala,BridgeNews,,,,,,,,,,,,"
"
,"December  3, 1999",Nawaz Zulfiqar Memon,,Pakistan,The Nation,,,,,,,,,,,,"
"
,"November 28, 1999",Luis Alberto Rincón Solano,,Colombia,Freelancer,,,,,,,,,,,,"
"
,"November 28, 1999",Alberto Sánchez Tovar,,Colombia,Producciones Colombia,,,,,,,,,,,,"
"
,"November  2, 1999",Atputharajah Nadarajah,,Sri Lanka,Thinamurusu,,,,,,,,,,,,"
"
,"October 10, 1999",N.A. Lalruhlu,,India,Shan,,,,,,,,,,,,"
"
,"September 21, 1999",Abdoulaye Bakayoko,,Ivory Coast,Le Libéral,,,,,,,,,,,,"
"
,"September  7, 1999",Rohana Kumara,,Sri Lanka,Satana,,,,,,,,,,,,"
"
,"August 31, 1999",Mauricio Cristovao,,Angola,Radio 5,,,,,,,,,,,,"
"
,"July  5, 1999",Dzhumakhon Khotami,,Tajikistan,Tajikistan's Interior Ministry,,,,,,,,,,,,"
"
,"June 30, 1999",Vadim Rudenko,,Russia,ORT,,,,,,,,,,,,"
"
,"April 26, 1999",Jill Dando,,UK,BBC,,,,,,,,,,,,"
"
,"March 31, 1999",Bolade Fasasi,,Nigeria,National Association of Women Journalists,,,,,,,,,,,,"
"
,"March 13, 1999",Irfan Hussain,,India,Outlook ,,,,,,,,,,,,"
"
,"February 10, 1999",Valentina Neverova,,Russia,Pravo,,,,,,,,,,,,"
"
,"January 23, 1999",Shivani Bhatnagar,,India,Indian Express,,,,,,,,,,,,"
"
,"November 24, 1998",Majid Sharif,,Iran,Iran-e-Farda,,,,,,,,,,,,"
"
,"October 18, 1998",José Arturo Guapacha,,Colombia,El Panorama,,,,,,,,,,,,"
"
,"October 14, 1998",Saúl Alcaraz,,Colombia,Instituto Mi Río,,,,,,,,,,,,"
"
,"September 11, 1998",Néstor Villar Jiménez,,Colombia,Former journalist,,,,,,,,,,,,"
"
,"September  3, 1998",Belmonde Magloire Missinhoun,,Democratic Republic of the Congo,La Pointe Congo,,,,,,,,,,,,"
"
,"August 27, 1998",Carlos Mavroleon,,Pakistan,Freelancer,,,,,,,,,,,,"
"
,"June  7, 1998",Tesfaye Tadesse,,Ethiopia,Mestawet and Lubar,,,,,,,,,,,,"
"
,"April 16, 1998",Nelson Catipay,,Philippines,DXMY Radio,,,,,,,,,,,,"
"
,"April  6, 1998",José Amaya Jacinto,,Peru,Radio Satélite,,,,,,,,,,,,"
"
,"April  6, 1998",Isabel Chumpitaz Panta,,Peru,Radio Satélite,,,,,,,,,,,,"
"
,"March 31, 1998",Ivan Fedyunin,,Russia,Bryanskie Izvestia,,,,,,,,,,,,"
"
,"March 14, 1998",José Abel Salazar Serna,,Colombia, Radio journalist,,,,,,,,,,,,"
"
,"March  2, 1998",Didier Aristizábal Galeano,,Colombia,Radio journalist,,,,,,,,,,,,"
"
,"November 14, 1997",Luis Ronaldo De León Godoy,,Guatemala,Prensa Libre,,,,,,,,,,,,"
"
,"October 24, 1997",Alejandro Jaramillo,,Colombia, El Sur,,,,,,,,,,,,"
"
,"October 14, 1997",Ou Sareoun,,Cambodia,Samleng Reas Khmer,,,,,,,,,,,,"
"
,"September  6, 1997",Valery Krivosheyev,,Russia,Komsomolskaya Pravda,,,,,,,,,,,,"
"
,"September  3, 1997",Tito Pilco Mori,,Peru,Radio Frecuencia Popular,,,,,,,,,,,,"
"
,"August 25, 1997",Lorena Saravia,,El Salvador,Radio RCS,,,,,,,,,,,,"
"
,"July 16, 1997",Hernández Pérez,,Guatemala,Radio Campesina,,,,,,,,,,,,"
"
,"March 13, 1997",Petro Shevchenko,,Ukraine,Kyivskiye Vedomosti,,,,,,,,,,,,"
"
,"January 11, 1997",Natan Pereira Gatinho,,Brazil,Ouro Verde,,,,,,,,,,,,"
"
,"December 15, 1996",Alberto Berbon,,Philippines,DZMM Radio,,,,,,,,,,,,"
"
,"December 10, 1996",Israel Hernández Marroquín,,Guatemala,Infopress Centroamericano,,,,,,,,,,,,"
"
,"June 19, 1996",S.M. Alauddin,,Bangladesh,Ogrodoot,,,,,,,,,,,,"
"
,"May  1, 1996",Chinedu Offoaro,,Nigeria,The Guardian,,,,,,,,,,,,"
"
,"April 11, 1996",Juan José Yantuche,,Guatemala,"""TV Noticias""",,,,,,,,,,,,"
"
,"March  1, 1996",Baguda Kaltho,,Nigeria,TheNEWS,,,,,,,,,,,,"
"
,"February  8, 1996",Sergei Grebenyuk,,Uzbekistan,Interfax,,,,,,,,,,,,"
"
,"January 25, 1996",Oleg Slabynko,,Russia,Russian Television Channel 2,,,,,,,,,,,,"
"
,"September 23, 1995",Sasa Kolevski,,Bosnia,Bosnian Serb Television,,,,,,,,,,,,"
"
,"August 28, 1995",Hussein Musa Njuki,,Uganda, Assalaam,,,,,,,,,,,,"
"
,"July 28, 1995",Andrew Shumack,,Russia,Freelancer,,,,,,,,,,,,"
"
,"June 15, 1995",Sergei Ivanov,,Russia,Nevskoye Vremya,,,,,,,,,,,,"
"
,"June  7, 1995",Pamphile Simbizi,,Burundi,National Radio and Television of Burundi,,,,,,,,,,,,"
"
,"June  2, 1995",Viktor Frelix,,Ukraine,Freelancer journalist and publisher,,,,,,,,,,,,"
"
,"March  1, 1995",Maxim Chabalin,,Russia,Nevskoye Vremya,,,,,,,,,,,,"
"
,"March  1, 1995",Felix Titov,,Russia,Nevskoye Vremya,Russia,,,,,,,,,,,"
"
,"January 29, 1995",Alberto Antoniotti Monge,,Guatemala,El Gráfico,,,,,,,,,,,,"
"
,"January 24, 1995",Tarsem Singh Purewal,,UK,Desh Pardesh,,,,,,,,,,,,"
"
,"November 18, 1994",Khamidjon Khakimov,,Tajikistan,Khaksuz,,,,,,,,,,,,"
"
,"September 17, 1994",Labib Ibrahim,,Egypt,freelance,,,,,,,,,,,,"
"
,"September 10, 1994",Risto Djogo,,Bosnia,Bosnian-Serb Television,,,,,,,,,,,,"
"
,"September  3, 1994",Martin Eduardo Munera,,Colombia,Radio Reloj,,,,,,,,,,,,"
"
,"August 23, 1994",Victor Randrianirina,,Madagascar,Malagasy National Radio,,,,,,,,,,,,"
"
,"August 18, 1994",Davlatali Rakhmonaliev,,Tajikistan,Tajikistan State Television,,,,,,,,,,,,"
"
,"July 11, 1994",José Luis Rojas,,Mexico,La Uníon de Morelos,,,,,,,,,,,,"
"
,"July  6, 1994",Enrique Peralta Torres,,Mexico,La Uníon de Morelos,,,,,,,,,,,,"
"
,"June  1, 1994",Vincent Shabakaka,,Rwanda,Kiberinka,,,,,,,,,,,,"
"
,"June  1, 1994",Alfonse Rutsindura,,Rwanda,Amakuruki I Butare,,,,,,,,,,,,"
"
,"June  1, 1994",Ignace Ruhatana,,Rwanda,Kanyarwanda,,,,,,,,,,,,"
"
,"June  1, 1994",Jeanne d'Arc Mukamusoni,,Rwanda,Le Soleil,,,,,,,,,,,,"
"
,"June  1, 1994",Théotime Kamanayo,,Rwanda,Kiberinka,,,,,,,,,,,,"
"
,"May 16, 1994",Olim Abdulov,,Tajikistan,Tajikistan State Television,,,,,,,,,,,,"
"
,"April 26, 1994",Andrei Aizderdzis,,Russia,Who's Who,,,,,,,,,,,,"
"
,"March  1, 1994",Alexander Chulanov,,Belarus,Belarus National Television,,,,,,,,,,,,"
"
,"March  1, 1994",Mohamed Hassaine,,Algeria,Alger Républicain,,,,,,,,,,,,"
"
,"February  1, 1994",Sergei Dubov,,Russia,"Vsyo Dlya Vas, International and Moscow Business Week",,,,,,,,,,,,"
"
,"November 22, 1993",Ding Sade,,Philippines,Cotabato News,Philippines,,,,,,,,,,,"
"
,"November 22, 1993",Rosauro Lao,,Philippines,Cotabato News,Philippines,,,,,,,,,,,"
"
,"November 15, 1993",Mario Bonino,,Argentina, Union de Trabajadores,Argentina,,,,,,,,,,,"
"
,"November  4, 1993",Laurent Bisset,,Democratic Republic of the Congo,Radio Congo,Democratic Republic of Congo,,,,,,,,,,,"
"
,"October  1, 1993",Kishvaroy Sharifova,,Tajikistan,Navidi Vakhsh,Tajikistan,,,,,,,,,,,"
"
,September 1993,Emma Podobed,,Tajikistan,Narodnaya Gazeta,,,,,,,,,,,,"
"
,June or July 1993,Tokhirjon Azimov,,Tajikistan,Maktabi Sovieti,,,,,,,,,,,,"
"
,"July  1, 1993",Sharif Ahrorov,,Tajikistan,Local newspaper in Kuibishev District,,,,,,,,,,,,"
"
,June or July 1993,Sharofuddin Kosimov,,Tajikistan,Navidi Vakhsh,,,,,,,,,,,,"
"
,summer 1993,Zikrullo Valiev,,Tajikistan,Khalqi Ovozi,,,,,,,,,,,,"
"
,"June 10, 1993",Ranko Elez,,Bosnia,Radio Foca,,,,,,,,,,,,"
"
,"June  1, 1993",Saidjonol Fakhriddinov,,Tajikistan,Navidi Vakhsh,,,,,,,,,,,,"
"
,"April  6, 1993",Callixte Kalissa,,Rwanda,Television Rwandaise,,,,,,,,,,,,"
"
,"February  2, 1993",Zeljko Ruzicic,,Bosnia,Muslim Radio,,,,,,,,,,,,"
"
,"January 30, 1993",Milos Vulovic,,Bosnia,Serbian Radio,,,,,,,,,,,,"
"
,"January 30, 1993",Zivko Filipovic,,Bosnia,Srpsko Slovo,,,,,,,,,,,,"
"
,"December 30, 1992",Gloria Martin,,Philippines,DXXX,,,,,,,,,,,,"
"
,"November 28, 1992",Declaud Djerabe,,Chad,Tele-Chad,Chad,,,,,,,,,,,"
"
,"November 10, 1992",Yasar Aktay,,Turkey,Freelancer,,,,,,,,,,,,"
"
,"October 27, 1992",Helge Hummelvoll,,Sudan,Freelancer,,,,,,,,,,,,"
"
,"October  4, 1992",Alboh Madjigoto,,Chad,Radiodiffusion Nationale Tchadienne,,,,,,,,,,,,"
"
,"September  1, 1992",Arcadi Ruderman,,Tajikistan,Channel 1,,,,,,,,,,,,"
"
,"August  3, 1992",Robinson Joseph,,Haiti,Radio Lumière,,,,,,,,,,,,"
"
,"July  3, 1992",Ladjid Jade Ladja,,Philippines,Prensa Zamboanga,,,,,,,,,,,,"
"
,"June  2, 1992",Mecit Akgun,,Turkey,Yeni Ulke,,,,,,,,,,,,"
"
,"February 27, 1992",Bakshi Tirath Singh,,India,Hind Samachar,,,,,,,,,,,,"
"
,"January  1, 1992",Kladoumbaye Maxime,Male,Chad,Agence Tchadienne de Presse,,,,,,,,,,,,"
"
"
",,,,,,,,,,,,,,,,,
"
",,,,,,,,,,,,,,,,,
"
",,,,,,,,,,,,,,,,,
© Committee to Protect Journalists. All rights reserved. Content may be reproduced only with permission.,,,,,,,,,,,,,,,,,
